00501	53.822
00544	53.822
01222	94.542
01244	99.935
01257	96.260
01258	94.545
01259	96.993
06001	92.166
06002	99.251
06010	84.473
06011	83.263
06013	87.713
06018	92.297
06019	93.462
06020	94.133
06021	95.782
06022	93.147
06023	89.511
06024	92.448
06030	97.565
06031	87.115
06032	89.968
06033	99.479
06034	97.565
06037	88.796
06039	85.279
06050	89.457
06051	89.731
06052	88.331
06053	89.918
06057	90.243
06058	92.806
06059	96.954
06061	93.237
06062	86.459
06063	97.789
06065	96.887
06067	93.715
06068	88.779
06069	79.783
06070	98.737
06073	97.409
06079	91.074
06085	89.241
06087	89.820
06089	95.930
06092	96.588
06094	88.957
06098	92.906
06101	98.592
06102	97.565
06103	98.038
06104	97.565
06105	97.170
06106	96.519
06107	94.560
06109	95.054
06110	94.228
06111	92.269
06112	98.345
06114	96.627
06115	97.521
06117	96.476
06118	99.699
06119	95.895
06120	98.916
06123	97.527
06126	97.527
06127	97.565
06128	97.565
06129	97.565
06131	97.565
06132	97.527
06133	97.565
06134	97.527
06137	97.565
06138	97.565
06140	97.565
06141	97.565
06142	97.565
06143	97.565
06144	97.565
06145	97.565
06146	97.565
06147	97.565
06150	97.565
06151	97.565
06152	97.527
06153	97.565
06154	97.827
06155	97.732
06156	97.507
06160	97.343
06161	98.145
06167	97.527
06176	97.565
06180	97.565
06183	97.997
06371	98.768
06401	63.642
06403	68.145
06404	57.192
06405	73.316
06408	70.867
06409	93.853
06410	77.241
06411	77.270
06412	93.245
06413	87.068
06414	94.462
06416	91.587
06417	93.161
06418	62.622
06419	87.193
06422	85.051
06423	97.935
06424	96.936
06426	95.048
06437	79.701
06438	93.168
06439	96.078
06440	56.583
06441	90.176
06442	92.606
06443	83.364
06444	79.079
06450	82.875
06451	82.358
06455	85.638
06456	94.337
06457	89.481
06459	89.764
06460	60.031
06461	59.653
06467	80.516
06468	56.919
06469	97.527
06470	56.210
06471	76.314
06472	78.456
06473	74.508
06475	94.007
06477	63.358
06478	64.617
06479	80.846
06480	92.821
06481	87.119
06482	59.492
06483	65.091
06484	59.794
06487	62.419
06488	63.691
06489	83.025
06491	60.839
06492	78.997
06493	70.867
06494	70.867
06495	73.812
06498	90.572
06501	68.801
06502	68.801
06503	68.801
06504	70.867
06505	68.801
06506	68.801
06507	68.801
06508	68.801
06509	68.801
06510	68.868
06511	68.988
06512	68.801
06513	71.626
06514	70.353
06515	67.828
06516	65.912
06517	70.939
06518	73.241
06519	67.987
06520	68.801
06521	68.801
06524	70.106
06525	68.801
06530	68.801
06531	68.801
06532	68.801
06533	68.801
06534	68.801
06535	68.801
06536	68.801
06537	70.867
06538	70.867
06540	68.938
06601	51.508
06602	52.650
06604	52.055
06605	50.974
06606	52.767
06607	53.706
06608	53.332
06610	54.260
06611	54.410
06612	51.016
06614	56.525
06615	55.114
06673	51.508
06699	51.508
06701	74.000
06702	74.411
06703	74.000
06704	75.557
06705	75.723
06706	73.759
06708	73.175
06710	74.620
06712	74.243
06716	78.421
06720	74.000
06721	74.000
06722	74.000
06723	74.000
06724	74.000
06725	74.000
06726	74.000
06749	74.000
06750	75.891
06751	72.610
06752	61.795
06753	79.979
06754	78.458
06755	65.358
06756	82.630
06757	71.043
06758	73.593
06759	79.272
06762	70.564
06763	76.332
06770	71.002
06776	63.245
06777	72.422
06778	79.566
06779	74.281
06781	81.645
06782	79.311
06783	64.961
06784	60.417
06785	68.548
06786	81.330
06787	78.708
06790	85.119
06791	84.092
06792	83.749
06793	69.625
06794	69.955
06795	73.795
06796	82.479
06798	68.060
06801	52.620
06804	57.138
06807	30.063
06810	51.397
06811	52.568
06812	54.554
06813	51.537
06814	50.420
06816	50.420
06817	51.537
06820	35.721
06824	48.703
06825	50.779
06828	50.267
06829	45.472
06830	28.250
06831	27.336
06836	27.539
06838	44.838
06840	38.194
06850	39.556
06851	41.249
06852	50.420
06853	37.572
06854	38.935
06855	40.370
06856	39.840
06857	50.420
06858	40.003
06860	50.420
06870	30.590
06875	50.420
06876	51.167
06877	44.978
06878	30.060
06879	44.123
06880	44.144
06881	43.706
06883	46.145
06888	50.420
06889	44.180
06890	46.887
06896	47.803
06897	42.656
06901	32.479
06902	32.486
06903	34.505
06904	32.503
06905	33.603
06906	33.739
06907	34.813
06910	31.088
06911	32.503
06912	32.503
06913	32.503
06914	32.503
06920	32.503
06921	32.413
06922	33.544
06926	32.088
06927	32.503
07001	19.208
07002	10.433
07003	6.040
07004	12.518
07005	18.995
07006	11.061
07007	10.723
07008	17.967
07009	8.575
07010	4.555
07011	5.752
07012	5.153
07013	6.358
07014	3.612
07015	5.610
07016	16.311
07017	7.607
07018	8.591
07019	7.539
07020	5.406
07021	10.782
07022	3.896
07023	20.205
07024	5.806
07026	4.849
07027	17.219
07028	6.890
07029	6.224
07030	5.240
07031	3.538
07032	5.085
07033	14.936
07034	16.820
07035	13.904
07036	15.541
07039	12.964
07040	11.625
07041	13.438
07042	7.433
07043	6.932
07044	8.898
07045	16.428
07046	19.909
07047	2.879
07050	8.968
07051	9.060
07052	9.731
07054	17.950
07055	4.278
07057	3.277
07058	15.005
07059	26.062
07060	22.495
07061	15.604
07062	21.143
07063	24.086
07064	19.038
07065	17.845
07066	18.202
07067	19.784
07068	12.054
07069	23.177
07070	2.251
07071	2.637
07072	2.079
07073	2.323
07074	2.014
07075	2.570
07076	19.595
07077	20.405
07078	14.247
07079	10.642
07080	23.865
07081	15.128
07082	16.092
07083	13.009
07086	4.207
07087	3.873
07088	12.757
07090	18.218
07091	15.604
07092	17.571
07093	3.705
07094	1.659
07095	20.924
07096	5.578
07097	5.578
07099	5.578
07101	9.530
07102	7.765
07103	8.290
07104	5.947
07105	7.351
07106	9.678
07107	6.985
07108	9.103
07109	4.822
07110	4.434
07111	10.195
07112	10.158
07114	9.435
07175	7.432
07184	9.060
07188	7.432
07189	9.060
07191	9.060
07192	7.432
07193	7.432
07195	7.432
07198	9.060
07199	7.432
07201	11.929
07202	13.306
07203	14.782
07204	14.383
07205	11.393
07206	12.742
07207	12.557
07208	12.381
07302	6.478
07303	5.578
07304	6.601
07305	7.744
07306	5.643
07307	4.693
07308	5.578
07310	5.839
07311	5.613
07395	5.919
07399	5.613
07401	15.462
07403	19.315
07405	22.388
07407	6.895
07410	8.631
07416	33.939
07417	15.227
07418	36.283
07419	35.299
07420	18.932
07421	29.072
07422	32.360
07423	12.995
07424	8.772
07428	36.357
07430	19.425
07432	13.058
07435	25.637
07436	17.081
07438	27.657
07439	32.833
07440	14.815
07442	16.993
07444	15.847
07446	17.263
07450	11.815
07451	11.663
07452	10.479
07456	21.731
07457	17.431
07458	15.993
07460	30.832
07461	39.666
07462	35.089
07463	14.027
07465	19.776
07470	12.889
07474	12.881
07480	24.799
07481	13.602
07495	20.606
07501	8.483
07502	9.622
07503	7.215
07504	7.758
07505	8.822
07506	10.772
07507	10.258
07508	10.741
07509	8.766
07510	8.766
07511	18.212
07512	9.756
07513	7.652
07514	8.567
07522	9.429
07524	9.151
07533	18.212
07538	10.269
07543	18.212
07544	18.212
07601	5.310
07602	5.254
07603	4.851
07604	3.370
07605	5.662
07606	3.760
07607	6.170
07608	3.623
07620	12.108
07621	8.579
07624	12.504
07626	10.539
07627	11.438
07628	10.030
07630	11.445
07631	7.545
07632	7.854
07640	13.267
07641	11.143
07642	13.463
07643	3.040
07644	4.372
07645	16.412
07646	8.745
07647	15.221
07648	13.941
07649	9.904
07650	4.705
07652	9.278
07653	9.309
07656	15.361
07657	4.031
07660	3.988
07661	8.019
07662	6.373
07663	6.287
07666	6.299
07670	9.374
07675	14.009
07676	12.089
07677	14.519
07699	2.368
07701	31.448
07702	33.543
07703	34.309
07704	31.398
07710	42.229
07711	40.013
07712	38.911
07715	43.970
07716	28.560
07717	43.064
07718	27.387
07719	44.547
07720	42.354
07721	27.470
07722	35.814
07723	39.080
07724	35.289
07726	39.297
07727	42.444
07728	40.641
07730	27.572
07731	46.556
07732	28.648
07733	30.005
07734	25.880
07735	27.086
07737	27.356
07738	33.021
07739	33.081
07740	35.804
07746	35.640
07747	29.113
07748	29.040
07750	33.562
07751	33.571
07752	28.520
07753	41.728
07754	42.454
07755	38.027
07756	41.729
07757	34.531
07758	26.635
07760	30.792
07762	45.596
07763	39.334
07764	36.452
07765	33.290
07799	36.470
07801	25.707
07802	26.602
07803	27.023
07806	26.602
07820	39.169
07821	36.861
07822	39.226
07823	51.042
07825	47.724
07826	43.010
07827	48.931
07828	35.170
07829	47.701
07830	39.348
07831	45.830
07832	51.958
07833	52.041
07834	22.067
07836	32.881
07837	38.314
07838	45.425
07839	40.542
07840	39.820
07842	23.641
07843	31.881
07844	48.123
07845	28.836
07846	43.278
07847	28.958
07848	36.952
07849	29.684
07850	31.066
07851	49.478
07852	30.694
07853	37.315
07855	44.436
07856	30.412
07857	33.141
07860	42.125
07863	48.505
07865	44.084
